	context	question-X	canquestion-X	answer-Y	judgements	goldstandard1	goldstandard2	Label	Annotation_1	Annotation_2	Annotation_3	Annotation_4	Annotation_5
1886	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you like living it here?	I like living it here .	It has seemed nice so far.	Yes#Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#No		Yes	1	1	1	1	1	2
1887	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Want to grab a coffee so we can catch up more?	I want to grab a coffee so we can catch up more .	Let's make a date for Saturday.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1888	X and Y are colleagues who are leaving work on a Friday at the same time.	Have you lived in Europe?	I have lived in Europe .	I've never been to Europe.	No#No#No#No#No	No	No	2	2	2	2	2	2
1889	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Is this your child?	This is my child .	this is my nephew	No#No#No#No#No	No	No	2	2	2	2	2	2
1890	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you have any pet?	I have pet .	I have 2 birds.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1891	Y has just travelled from a different city to meet X.	Does your son still enjoy going to high school ?	My son does enjoy going to high school .	He's been struggling lately.	No#Probably no#No#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
1892	Y has just told X that he/she is considering switching his/her job.	Would you be interested in a new industry altogether?	I would be interested in a new industry altogether .	I'm open to change.	Yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1893	Y has just travelled from a different city to meet X.	Would you like to stay over?	I would like to stay over .	I already booked a hotel, but thanks for the offer.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
1894	Y has just travelled from a different city to meet X.	Do you want to go out to a restaurant?	I want to go out to a restaurant .	Do you have anything quick we can eat at home?	Probably no#In the middle, neither yes nor no#Probably no#No#Probably no	Probably no	No	2	2	4	2	2	2
1895	Y has just travelled from a different city to meet X.	Did you enjoy the train ride up here?	I did enjoy the train ride up here .	Teens were wreaking havoc the whole time.	No#No#No#No#No	No	No	2	2	2	2	2	2
1896	X wants to know about Y's music preferences.	Have you heard Mozart?	I have heard Mozart .	Of course!	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1897	X wants to know what sorts of books Y likes to read.	Are you interested in educational books?	I am interested in educational books .	I read enough of those in school.	Probably no#No#Probably no#No#No	No	No	2	2	2	2	2	2
1898	Y has just travelled from a different city to meet X.	Want me to show you around?	Me want to show I around .	Let me grab my coat and you can give me a tour.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1899	Y has just travelled from a different city to meet X.	Do you know much about this town?	I know much about this town .	We grew up on the outskirts.	In the middle, neither yes nor no#Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#No		Yes	1	4	1	1	1	2
1900	Y has just travelled from a different city to meet X.	Was your flight on time?	My flight was on time .	It was a little late	No#No#No#No#No	No	No	2	2	2	2	2	2
1901	Y has just travelled from a different city to meet X.	Do you plan to see your friend during this visit?	I plan to see my friend during this visit .	I thought it would be nice to see a movie together.	Probably yes / sometimes yes#Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#Yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
1902	X wants to know what sorts of books Y likes to read.	Do you read murder mystery?	I read murder mystery .	I prefer fantasy novels.	Probably no#Probably no#Probably no#Probably no#No	Probably no	No	2	2	2	2	2	2
1903	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Did you like that sushi place we tried the other night?	I did like that sushi place we tried the other night .	It was great!	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1904	X wants to know what sorts of books Y likes to read.	Are you willing to read this book together?	I am willing to read this book together .	If you like	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1905	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Have you tried the new restaurant around the corner?	I have tried the new restaurant around the corner .	Their tacos were kind of bland.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1906	X wants to know about Y's music preferences.	Have you ever listened to Papa Roach?	I have ever listened to Papa Roach .	I'm not a big fan of his music.	Yes#No#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	2	1	1	1
1907	Y has just told X that he/she is thinking of buying a flat in New York.	Do you have a limit of what you want to pay?	I have a limit of what I want to pay .	My budget is $300k.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1908	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you want to get dinner?	I want to get dinner .	Depends on where you go.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
1909	X wants to know about Y's music preferences.	Are you going to any concerts this year?	I am going to concerts this year .	If I can save up enough money.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
1910	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you still studying arts?	I am studying arts .	I graduated last year	No#No#No#No#No	No	No	2	2	2	2	2	2
1911	X and Y are colleagues who are leaving work on a Friday at the same time.	Have you got any plans tonight?	I have got plans tonight .	I'm going to see a movie.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1912	Y has just travelled from a different city to meet X.	Are you still planning to retire next year?	I am planning to retire next year .	I'm considering my options	In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	4	4	4	4	4
1913	X and Y are colleagues who are leaving work on a Friday at the same time.	Have you got any plans this weekend?	I have this weekend .	We're visiting family out of state.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1914	Y has just travelled from a different city to meet X.	Do you like your job?	I like my job .	It's the best job I've ever had.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1915	X and Y are colleagues who are leaving work on a Friday at the same time.	Would you like to go to the movies tonight?	I would like to go to the movies tonight .	I want to go out to dinner.	No#No#Probably no#Probably no#No	No	No	2	2	2	2	2	2
1916	X wants to know what sorts of books Y likes to read.	Are you into the classics?	I am into the classics .	I've never read a classic.	In the middle, neither yes nor no#No#No#No#No	No	No	2	4	2	2	2	2
1917	X wants to know about Y's food preferences.	Are you a fan of salads?	I am a fan of salads .	Steak is what I really want.	No#In the middle, neither yes nor no#No#No#Probably no	No	No	2	2	4	2	2	2
1918	X and Y are colleagues who are leaving work on a Friday at the same time.	Are you walking home?	I am walking home .	I may get a taxi.	No#No#Probably no#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
1919	X wants to know what activities Y likes to do during weekends.	Do you like movies?	I like movies .	I love going to see films.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1920	X wants to know what sorts of books Y likes to read.	Are you a big fan of romance novels?	I am a big fan of romance novels .	If I am in the mood to cry.	Probably no#Probably yes / sometimes yes#Probably no#Yes, subject to some conditions#Yes, subject to some conditions			6	2	1	2	3	3
1921	Y has just told X that he/she is considering switching his/her job.	Do you have experience with this role?	I have experience with this role .	I have quite a bit	Yes#Yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
1922	X wants to know about Y's music preferences.	Would you go to a punk rock show?	I would go to a punk rock show .	I think I'd enjoy something less chaotic a little more.	Probably no#No#No#No#Probably no	No	No	2	2	2	2	2	2
1923	X wants to know what sorts of books Y likes to read.	I have a great collection of books, want to borrow any of them?	I want to borrow of them .	I often keep the books I borrow.	In the middle, neither yes nor no#I am not sure how X will interpret Y’s answer#In the middle, neither yes nor no#I am not sure how X will interpret Y’s answer#Yes, subject to some conditions		In the middle, neither yes nor no	4	4	4	4	4	3
1924	X wants to know about Y's food preferences.	Can you eat Indian food when it's spicy?	I can eat Indian food when it 's spicy .	Nothing is too hot for me.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1925	X wants to know what activities Y likes to do during weekends.	Do you like playing sports?	I like playing sports .	I like watching them instead.	No#No#No#No#No	No	No	2	2	2	2	2	2
1926	Y has just travelled from a different city to meet X.	Do you need help with your luggage?	I need help with my luggage .	I've only got this bag.	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
1927	X wants to know about Y's music preferences.	Did you enjoy the last gig we went to?	I did enjoy the last gig we went to .	It was a good night	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1928	X wants to know what activities Y likes to do during weekends.	Do you have a bicycle?	I have a bicycle .	I gave it away.	No#No#No#No#No	No	No	2	2	2	2	2	2
1929	X wants to know what sorts of books Y likes to read.	Are you an avid reader?	I am an avid reader .	I'm a total bookworm.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1930	X wants to know what activities Y likes to do during weekends.	Do you like restaurants with buffets?	I like restaurants with buffets .	I always eat way too much at those!	Probably no#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes#In the middle, neither yes nor no		Yes	1	2	1	1	1	4
1931	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you still living there?	I am living there .	I moved out of state a few years ago.	No#No#No#No#No	No	No	2	2	2	2	2	2
1932	Y has just travelled from a different city to meet X.	Are you enjoying your time here?	I am enjoying my time here .	I'm homesick.	Probably no#No#Probably no#Probably no#No	Probably no	No	2	2	2	2	2	2
1933	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Does you family live in the area?	I does live in the area .	They all moved out of state.	No#No#No#No#No	No	No	2	2	2	2	2	2
1934	Y has just told X that he/she is considering switching his/her job.	Do you like your job?	I like my job .	It is OK, a bit boring at times	In the middle, neither yes nor no#Yes, subject to some conditions#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably no			6	4	3	1	1	2
1935	X wants to know what activities Y likes to do during weekends.	Have you watched Avengers?	I have watched Avengers .	My fiance is a super fan.	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#I am not sure how X will interpret Y’s answer	Probably yes / sometimes yes	Yes	1	1	1	1	1	4
1936	X wants to know what activities Y likes to do during weekends.	Do you like to bowl?	I like to bowl .	That's a lot of fun.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1937	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Do you see any of our old friends?	I see of our old friends .	I haven't been in touch.	No#No#No#No#No	No	No	2	2	2	2	2	2
1938	X and Y are colleagues who are leaving work on a Friday at the same time.	What is your schedule for next week?	I is my schedule for next week .	I'm working Sunday to Thursday next week.	Other#Other#Other#Other#Other	Other	Other	5	5	5	5	5	5
1939	Y has just travelled from a different city to meet X.	Did you have a hard time getting here?	I did have a hard time getting here .	It was more difficult than I imagined.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1940	Y has just told X that he/she is considering switching his/her job.	Is your salary okay?	My salary is okay .	It is a good salary	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
1941	Y has just told X that he/she is considering switching his/her job.	Do you work with a lot of people?	I work with a lot of people .	Our team was very small.	No#No#No#No#No	No	No	2	2	2	2	2	2
1942	X wants to know what activities Y likes to do during weekends.	Do you prefer being indoors?	I prefer being indoors .	It depends on how nice the weather is.	Yes, subject to some conditions#Yes, subject to some conditions#In the middle, neither yes nor no#Probably yes / sometimes yes#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	4	1	3
1943	Y has just told X that he/she is considering switching his/her job.	Is your current job very stressful?	My current job is very stressful .	I am loosing my mind.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
